,Topic,Persian,URL
292,Is the acceleration of an object at rest zero,آیا شتاب یک جسم در حالت سکون صفر است,https://brilliant.org/wiki/is-the-acceleration-of-an-object-at-rest-zero
293,Conductors,هادی ها,https://brilliant.org/wiki/conductors
294,Spectral theorem,قضیه طیفی,https://brilliant.org/wiki/spectral-theorem
295,Risk,خطر,https://brilliant.org/wiki/risk
296,Hash tables,جداول هش,https://brilliant.org/wiki/hash-tables
297,Calculating the size of the earth,محاسبه اندازه زمین,https://brilliant.org/wiki/calculating-the-size-of-the-earth
298,Classical inequalities,نابرابری های کلاسیک,https://brilliant.org/wiki/classical-inequalities
299,Derivatives of polynomials,مشتقات چند جمله ای ها,https://brilliant.org/wiki/derivatives-of-polynomials
300,Balance puzzles,تعادل پازل,https://brilliant.org/wiki/balance-puzzles
301,Variable changes in linear differential equations,تغییرات متغیر در معادلات دیفرانسیل خطی,https://brilliant.org/wiki/variable-changes-in-linear-differential-equations
302,Schwartz zippel lemma,لم زیپل شوارتز,https://brilliant.org/wiki/schwartz-zippel-lemma
303,Sat right triangles,مثلث های قائم الزاویه نشست,https://brilliant.org/wiki/sat-right-triangles
304,Differentiate through the integral,از طریق انتگرال متمایز کنید,https://brilliant.org/wiki/differentiate-through-the-integral
305,Infinitely many primes,بی نهایت عدد اول,https://brilliant.org/wiki/infinitely-many-primes
306,Simplifying expressions,ساده سازی عبارات,https://brilliant.org/wiki/simplifying-expressions
307,Conservative forces,نیروهای محافظه کار,https://brilliant.org/wiki/conservative-forces
308,Oxidation number,عدد اکسیداسیون,https://brilliant.org/wiki/oxidation-number
309,Jee functions,توابع جی,https://brilliant.org/wiki/jee-functions
310,Complex plane,هواپیمای پیچیده,https://brilliant.org/wiki/complex-plane
311,Trigonometric equations r method,روش معادلات مثلثاتی r,https://brilliant.org/wiki/trigonometric-equations-r-method
312,Learn and practice combinatorics on brilliant,ترکیبات را در برلیانت یاد بگیرید و تمرین کنید,https://brilliant.org/wiki/learn-and-practice-combinatorics-on-brilliant
313,Hemoglobin,هموگلوبین,https://brilliant.org/wiki/hemoglobin
314,Simple group,گروه ساده,https://brilliant.org/wiki/simple-group
315,Principle of inclusion and exclusion pie,اصل شمول و حذف پای,https://brilliant.org/wiki/principle-of-inclusion-and-exclusion-pie
316,Transience and recurrence,گذرا و عود,https://brilliant.org/wiki/transience-and-recurrence
317,1 d dynamics problem solving,حل مسئله دینامیک 1 بعدی,https://brilliant.org/wiki/1-d-dynamics-problem-solving
318,String theory,نظریه ریسمان,https://brilliant.org/wiki/string-theory
319,Buffers,بافرها,https://brilliant.org/wiki/buffers
320,Hexadecimal numbers,اعداد هگزادسیمال,https://brilliant.org/wiki/hexadecimal-numbers
321,Bernoullis principle fluids,سیالات اصلی برنولی,https://brilliant.org/wiki/bernoullis-principle-fluids
322,Atomic and molecular weights,وزن اتمی و مولکولی,https://brilliant.org/wiki/atomic-and-molecular-weights
323,Programming blackjack,برنامه نویسی بلک جک,https://brilliant.org/wiki/programming-blackjack
324,Sat inequalities,نابرابری های نشست,https://brilliant.org/wiki/sat-inequalities
325,Envelope,پاكت نامه,https://brilliant.org/wiki/envelope
326,Sat sequences and series,سکانس ها و سریال های سات,https://brilliant.org/wiki/sat-sequences-and-series
327,Interpreting graphs of functions,تفسیر نمودار توابع,https://brilliant.org/wiki/interpreting-graphs-of-functions
328,Dot product distance between point and a line,فاصله محصول بین نقطه و خط را مشخص کنید,https://brilliant.org/wiki/dot-product-distance-between-point-and-a-line
329,Absolute value inequalities,نابرابری های ارزشی مطلق,https://brilliant.org/wiki/absolute-value-inequalities
330,Gaussian elimination,حذف گاوسی,https://brilliant.org/wiki/gaussian-elimination
331,Lowest common multiple,کمترین مضرب مشترک,https://brilliant.org/wiki/lowest-common-multiple
332,Real numbers,اعداد واقعی,https://brilliant.org/wiki/real-numbers
333,Heat dissipated by resistors,گرمای دفع شده توسط مقاومت ها,https://brilliant.org/wiki/heat-dissipated-by-resistors
334,Solubility equilibrium,تعادل حلالیت,https://brilliant.org/wiki/solubility-equilibrium
335,Sat reasoning perfect score,نشست استدلال نمره کامل,https://brilliant.org/wiki/sat-reasoning-perfect-score
336,Binomial coefficient,ضریب دو جمله ای,https://brilliant.org/wiki/binomial-coefficient
337,Binary heap,پشته باینری,https://brilliant.org/wiki/binary-heap
338,Connected space,فضای متصل,https://brilliant.org/wiki/connected-space
339,Transcription,رونویسی,https://brilliant.org/wiki/transcription
340,Partition of an integer,تقسیم یک عدد صحیح,https://brilliant.org/wiki/partition-of-an-integer
341,Ramsey theory,نظریه رمزی,https://brilliant.org/wiki/ramsey-theory
342,Is acceleration the rate of change of speed,آیا شتاب میزان تغییر سرعت است,https://brilliant.org/wiki/is-acceleration-the-rate-of-change-of-speed
343,Cryptogram,رمزنگاری,https://brilliant.org/wiki/cryptogram
344,Multi step equations,معادلات چند مرحله ای,https://brilliant.org/wiki/multi-step-equations
345,Triangles calculating area,مساحت محاسبه مثلث,https://brilliant.org/wiki/triangles-calculating-area
346,Valence shell electron repulsion theory,نظریه دافعه الکترون لایه ظرفیتی,https://brilliant.org/wiki/valence-shell-electron-repulsion-theory
347,Gauss the prince of mathematics,گاوس شاهزاده ریاضیات,https://brilliant.org/wiki/gauss-the-prince-of-mathematics
348,Zero sum games,بازی های حاصل جمع صفر,https://brilliant.org/wiki/zero-sum-games
349,Nim,نیم,https://brilliant.org/wiki/nim
350,Counter examples,نمونه های شمارنده,https://brilliant.org/wiki/counter-examples
351,Logarithmic inequalities,نابرابری های لگاریتمی,https://brilliant.org/wiki/logarithmic-inequalities
352,Probability problem solving,حل مشکل احتمالی,https://brilliant.org/wiki/probability-problem-solving
353,Tangent to a curve,مماس بر یک منحنی,https://brilliant.org/wiki/tangent-to-a-curve
354,Volume problem solving easy,حل مشکل حجم آسان است,https://brilliant.org/wiki/volume-problem-solving-easy
355,Context free languages,زبان های آزاد متن,https://brilliant.org/wiki/context-free-languages
356,Calculation exponents,توان های محاسبه,https://brilliant.org/wiki/calculation-exponents
357,Caesar cipher,رمز سزار,https://brilliant.org/wiki/caesar-cipher
358,Compact space,فضای فشرده,https://brilliant.org/wiki/compact-space
359,Definite integrals,انتگرال های معین,https://brilliant.org/wiki/definite-integrals
360,Writing a proof by induction,نوشتن برهان از طریق استقرا,https://brilliant.org/wiki/writing-a-proof-by-induction
361,Rhombus,لوزی,https://brilliant.org/wiki/rhombus
362,Sigma and pi bonds,پیوندهای سیگما و پی,https://brilliant.org/wiki/sigma-and-pi-bonds
363,Trigonometric equations double angle formula,فرمول دو زاویه معادلات مثلثاتی,https://brilliant.org/wiki/trigonometric-equations-double-angle-formula
364,Hydrogen peroxide h2o2,پراکسید هیدروژن h2o2,https://brilliant.org/wiki/hydrogen-peroxide-h2o2
365,Solving logarithmic equations,حل معادلات لگاریتمی,https://brilliant.org/wiki/solving-logarithmic-equations
366,Convolutional neural network,شبکه عصبی کانولوشنال,https://brilliant.org/wiki/convolutional-neural-network
367,Conics parabola general,سهمی مخروطی کلی,https://brilliant.org/wiki/conics-parabola-general
368,Sphere packing,بسته بندی کره ای,https://brilliant.org/wiki/sphere-packing
369,Cauchy sequences,سکانس های کوشی,https://brilliant.org/wiki/cauchy-sequences
370,Continuous random variables joint probability,متغیرهای تصادفی پیوسته احتمال مشترک,https://brilliant.org/wiki/continuous-random-variables-joint-probability
371,Heap sort,دسته بندی,https://brilliant.org/wiki/heap-sort
372,Linear inequalities,نابرابری های خطی,https://brilliant.org/wiki/linear-inequalities
373,Polylogarithm,چند لگاریتم,https://brilliant.org/wiki/polylogarithm
374,Functional equations,معادلات تابعی,https://brilliant.org/wiki/functional-equations
375,Middlegame,بازی میانی,https://brilliant.org/wiki/middlegame
376,Telescoping series product,محصول سری تلسکوپی,https://brilliant.org/wiki/telescoping-series-product
377,Problem solving dynamic programming,حل مسئله برنامه نویسی پویا,https://brilliant.org/wiki/problem-solving-dynamic-programming
378,Backpropagation,پس انتشار,https://brilliant.org/wiki/backpropagation
379,Isaac newton,اسحاق نیوتن,https://brilliant.org/wiki/isaac-newton
380,Degrees radian,درجه رادیان,https://brilliant.org/wiki/degrees-radian
381,Chebyshev polynomials application to polynomial,کاربرد چند جمله ای چبیشف به چند جمله ای,https://brilliant.org/wiki/chebyshev-polynomials-application-to-polynomial
382,Types of fixed income securities,انواع اوراق با درآمد ثابت,https://brilliant.org/wiki/types-of-fixed-income-securities
383,Fibonacci heap,پشته فیبوناچی,https://brilliant.org/wiki/fibonacci-heap
384,Mersenne prime,مرسن نخست,https://brilliant.org/wiki/mersenne-prime
385,Herons formula,فرمول حواصیل,https://brilliant.org/wiki/herons-formula
386,Cognitive bias,سوگیری شناختی,https://brilliant.org/wiki/cognitive-bias
387,Linear time invariant systems,سیستم های خطی زمان ثابت,https://brilliant.org/wiki/linear-time-invariant-systems
388,Covariance,کوواریانس,https://brilliant.org/wiki/covariance
389,Straddle approximation formula,فرمول تقریب استرادل,https://brilliant.org/wiki/straddle-approximation-formula
390,Regular polygons decomposition into triangles,چند ضلعی های منظم به مثلث تجزیه می شوند,https://brilliant.org/wiki/regular-polygons-decomposition-into-triangles
391,Newtons law of cooling,قانون سرمایش نیوتن,https://brilliant.org/wiki/newtons-law-of-cooling
392,Limiting reagents,معرف های محدود کننده,https://brilliant.org/wiki/limiting-reagents
393,Composite figures,ارقام ترکیبی,https://brilliant.org/wiki/composite-figures
394,Learn and practice basic mathematics on brilliant,ریاضیات پایه را در برلیانت بیاموزید و تمرین کنید,https://brilliant.org/wiki/learn-and-practice-basic-mathematics-on-brilliant
395,Waves,امواج,https://brilliant.org/wiki/waves
396,Regular polyhedra,چند وجهی منظم,https://brilliant.org/wiki/regular-polyhedra
397,Integration of logarithmic functions,ادغام توابع لگاریتمی,https://brilliant.org/wiki/integration-of-logarithmic-functions
398,Rule of sum,قانون جمع,https://brilliant.org/wiki/rule-of-sum
399,P groups,گروه های P,https://brilliant.org/wiki/p-groups
400,Hubbles law,قانون هابلز,https://brilliant.org/wiki/hubbles-law
401,Scientific notation,نماد علمی,https://brilliant.org/wiki/scientific-notation
402,Distance between point and line,فاصله بین نقطه و خط,https://brilliant.org/wiki/distance-between-point-and-line
403,Continuous probability distributions uniform,توزیع احتمال پیوسته یکنواخت,https://brilliant.org/wiki/continuous-probability-distributions-uniform
404,Metals and non metals,فلزات و غیر فلزات,https://brilliant.org/wiki/metals-and-non-metals
405,Axioms of probability,بدیهیات احتمال,https://brilliant.org/wiki/axioms-of-probability
406,Completing the square,تکمیل مربع,https://brilliant.org/wiki/completing-the-square
