,Topic,Persian,URL
1155,Complex exponentiation,توان پیچیده,https://brilliant.org/wiki/complex-exponentiation
1156,Wiki guidelines,دستورالعمل های ویکی,https://brilliant.org/wiki/wiki-guidelines
1157,Knapsack cryptosystem,سیستم رمزنگاری کوله پشتی,https://brilliant.org/wiki/knapsack-cryptosystem
1158,Common algebraic errors,اشتباهات رایج جبری,https://brilliant.org/wiki/common-algebraic-errors
1159,Sat quadratic functions,توابع درجه دوم Sat,https://brilliant.org/wiki/sat-quadratic-functions
1160,Speed distance and time,فاصله و زمان سرعت,https://brilliant.org/wiki/speed-distance-and-time
1161,Shortest path algorithms,الگوریتم های کوتاه ترین مسیر,https://brilliant.org/wiki/shortest-path-algorithms
1162,Integration of trigonometric functions,ادغام توابع مثلثاتی,https://brilliant.org/wiki/integration-of-trigonometric-functions
1163,Kishlayas identity,هویت کیشلایا,https://brilliant.org/wiki/kishlayas-identity
1164,Simplify rational expressions easy,ساده سازی عبارات منطقی آسان است,https://brilliant.org/wiki/simplify-rational-expressions-easy
1165,Integration of exponential functions,ادغام توابع نمایی,https://brilliant.org/wiki/integration-of-exponential-functions
1166,Circle geometry properties,ویژگی های هندسه دایره,https://brilliant.org/wiki/circle-geometry-properties
1167,Triangles incenter,مرکز مثلث ها,https://brilliant.org/wiki/triangles-incenter
1168,Lucas numbers,اعداد لوکاس,https://brilliant.org/wiki/lucas-numbers
1169,Relatively prime,نسبتا درجه یک,https://brilliant.org/wiki/relatively-prime
1170,Digamma function,تابع دیگاما,https://brilliant.org/wiki/digamma-function
1171,Two secants 2,دو بخش 2,https://brilliant.org/wiki/two-secants-2
1172,Hall marriage theorem,قضیه ازدواج تالار,https://brilliant.org/wiki/hall-marriage-theorem
1173,Albert einstein,آلبرت انیشتین,https://brilliant.org/wiki/albert-einstein
1174,Amperes law quantitative,قانون آمپر کمی,https://brilliant.org/wiki/amperes-law-quantitative
1175,Math in a neuroscience research career,ریاضی در حرفه تحقیقاتی علوم اعصاب,https://brilliant.org/wiki/math-in-a-neuroscience-research-career
1176,Determining coordinates,تعیین مختصات,https://brilliant.org/wiki/determining-coordinates
1177,Exponential distribution,توزیع نمایی,https://brilliant.org/wiki/exponential-distribution
1178,Vieta root jumping,پرش ریشه Vieta,https://brilliant.org/wiki/vieta-root-jumping
1179,Sat number line,خط شماره نشست,https://brilliant.org/wiki/sat-number-line
1180,Cubic discriminant,تفکیک کننده مکعبی,https://brilliant.org/wiki/cubic-discriminant
1181,Projective geometry,هندسه تصویری,https://brilliant.org/wiki/projective-geometry
1182,Applying boundary conditions to standing waves,اعمال شرایط مرزی برای امواج ایستاده,https://brilliant.org/wiki/applying-boundary-conditions-to-standing-waves
1183,Hydrogen atom,اتم هیدروژن,https://brilliant.org/wiki/hydrogen-atom
1184,Cylindrical coordinates,مختصات استوانه ای,https://brilliant.org/wiki/cylindrical-coordinates
1185,Factors,عوامل,https://brilliant.org/wiki/factors
1186,Magnetic moment,لحظه مغناطیسی,https://brilliant.org/wiki/magnetic-moment
1187,Complex fractions,کسرهای مختلط,https://brilliant.org/wiki/complex-fractions
1188,Half angle tangent substitution,جایگزینی مماس نیم زاویه,https://brilliant.org/wiki/half-angle-tangent-substitution
1189,Diophantine equations solve by bounding values,معادلات دیوفانتین با مقادیر مرزی حل می شود,https://brilliant.org/wiki/diophantine-equations-solve-by-bounding-values
1190,Unsupervised learning,یادگیری بدون نظارت,https://brilliant.org/wiki/unsupervised-learning
1191,Harmonic progression,پیشرفت هارمونیک,https://brilliant.org/wiki/harmonic-progression
1192,Grignard reagent,معرف گریگنارد,https://brilliant.org/wiki/grignard-reagent
1193,Electric flux,شار الکتریکی,https://brilliant.org/wiki/electric-flux
1194,Tabular integration,ادغام جدولی,https://brilliant.org/wiki/tabular-integration
1195,Energy level and transition of electrons,سطح انرژی و انتقال الکترون ها,https://brilliant.org/wiki/energy-level-and-transition-of-electrons
1196,Graphical transformation of trigonometric,تبدیل گرافیکی مثلثاتی,https://brilliant.org/wiki/graphical-transformation-of-trigonometric
1197,Generating functions manipulation,تولید دستکاری توابع,https://brilliant.org/wiki/generating-functions-manipulation
1198,Calculating slope,محاسبه شیب,https://brilliant.org/wiki/calculating-slope
1199,Labyrinth escape,فرار از هزارتو,https://brilliant.org/wiki/labyrinth-escape
1200,Is infinity times zero zero,آیا بی نهایت ضربدر صفر صفر است,https://brilliant.org/wiki/is-infinity-times-zero-zero
1201,Tangent to circles problem solving,حل مسئله مماس بر دایره,https://brilliant.org/wiki/tangent-to-circles-problem-solving
1202,Rightmost non zero digit of n,سمت راست ترین رقم غیر صفر n,https://brilliant.org/wiki/rightmost-non-zero-digit-of-n
1203,Properties of rectangles,خواص مستطیل ها,https://brilliant.org/wiki/properties-of-rectangles
1204,Pressure,فشار,https://brilliant.org/wiki/pressure
1205,Applying differentiation rules to inverse,استفاده از قوانین تمایز در معکوس,https://brilliant.org/wiki/applying-differentiation-rules-to-inverse
1206,Finding horizontal and vertical asymptotes of,یافتن مجانب افقی و عمودی از,https://brilliant.org/wiki/finding-horizontal-and-vertical-asymptotes-of
1207,Vector addition,اضافه بردار,https://brilliant.org/wiki/vector-addition
1208,Bohrs model,مدل بورس,https://brilliant.org/wiki/bohrs-model
1209,Resonant circuits,مدارهای تشدید کننده,https://brilliant.org/wiki/resonant-circuits
1210,Triangle centers problem solving easy,مثلث بر حل آسان مسئله متمرکز است,https://brilliant.org/wiki/triangle-centers-problem-solving-easy
1211,Sum and difference formulas,فرمول های حاصل جمع و تفاوت,https://brilliant.org/wiki/sum-and-difference-formulas
1212,Quantum computing,محاسبات کوانتومی,https://brilliant.org/wiki/quantum-computing
1213,Useful substitutions in inequalities,جایگزین های مفید در نابرابری ها,https://brilliant.org/wiki/useful-substitutions-in-inequalities
1214,Jee sequence,سکانس جی,https://brilliant.org/wiki/jee-sequence
1215,Divergence and circulation density,واگرایی و چگالی گردش,https://brilliant.org/wiki/divergence-and-circulation-density
1216,Method of undetermined coefficients,روش ضرایب نامشخص,https://brilliant.org/wiki/method-of-undetermined-coefficients
1217,Discrete optimization modelling with minizinc,مدل سازی بهینه سازی گسسته با Minizinc,https://brilliant.org/wiki/discrete-optimization-modelling-with-minizinc
1218,Quantum teleportation,دوربری کوانتومی,https://brilliant.org/wiki/quantum-teleportation
1219,Learn and practice algebra on brilliant,جبر را روی برلیانت بیاموزید و تمرین کنید,https://brilliant.org/wiki/learn-and-practice-algebra-on-brilliant
1220,Lenses,لنزها,https://brilliant.org/wiki/lenses
1221,Acids and bases,اسیدها و بازها,https://brilliant.org/wiki/acids-and-bases
1222,Configurational entropy quantitative,آنتروپی پیکربندی کمی,https://brilliant.org/wiki/configurational-entropy-quantitative
1223,Binary search trees,درختان جستجوی دودویی,https://brilliant.org/wiki/binary-search-trees
1224,Absolute value equations,معادلات ارزش مطلق,https://brilliant.org/wiki/absolute-value-equations
1225,Symmetry and floor function,تقارن و عملکرد کف,https://brilliant.org/wiki/symmetry-and-floor-function
1226,Convex functions,توابع محدب,https://brilliant.org/wiki/convex-functions
1227,Arrays,آرایه ها,https://brilliant.org/wiki/arrays
1228,Distinct objects into distinct bins,اشیاء متمایز را به سطل های متمایز تقسیم کنید,https://brilliant.org/wiki/distinct-objects-into-distinct-bins
1229,Elephant exponents,شارحان فیل,https://brilliant.org/wiki/elephant-exponents
1230,Wiki formatting issues,مشکلات قالب بندی ویکی,https://brilliant.org/wiki/wiki-formatting-issues
1231,Infinity is the number at the end of the real,بی نهایت عددی است که در انتهای واقعی قرار دارد,https://brilliant.org/wiki/infinity-is-the-number-at-the-end-of-the-real
1232,Recurrent neural network,شبکه عصبی مکرر,https://brilliant.org/wiki/recurrent-neural-network
1233,What is a to the b to the c,a به b به c چیست,https://brilliant.org/wiki/what-is-a-to-the-b-to-the-c
1234,Understanding conservation of total mechanical,درک بقای کلی مکانیکی,https://brilliant.org/wiki/understanding-conservation-of-total-mechanical
1235,Crispr,کریسپر,https://brilliant.org/wiki/crispr
1236,Zarankiewiczs lemma,لم زارانکیویچ,https://brilliant.org/wiki/zarankiewiczs-lemma
1237,Arithmetic puzzles fill in the blanks,پازل های حسابی جاهای خالی را پر می کنند,https://brilliant.org/wiki/arithmetic-puzzles-fill-in-the-blanks
1238,Line intersection,تقاطع خط,https://brilliant.org/wiki/line-intersection
1239,Area of a trapezium,مساحت ذوزنقه,https://brilliant.org/wiki/area-of-a-trapezium
1240,Coplanar points,نقاط همسطح,https://brilliant.org/wiki/coplanar-points
1241,Differentiation of inverse functions,تمایز توابع معکوس,https://brilliant.org/wiki/differentiation-of-inverse-functions
1242,Sat irrelevant information,نشست اطلاعات بی ربط,https://brilliant.org/wiki/sat-irrelevant-information
1243,Linear regression,رگرسیون خطی,https://brilliant.org/wiki/linear-regression
1244,Chemistry in action,شیمی در عمل,https://brilliant.org/wiki/chemistry-in-action
1245,Lagranges zero one blocks lzob,لاگرانژ صفر یک بلوک lzob,https://brilliant.org/wiki/lagranges-zero-one-blocks-lzob
1246,Reactance,راکتانس,https://brilliant.org/wiki/reactance
1247,3d coordinate geometry equation of a line,معادله هندسه مختصات سه بعدی یک خط,https://brilliant.org/wiki/3d-coordinate-geometry-equation-of-a-line
1248,Sat algebraic manipulations,دستکاری های جبری نشست,https://brilliant.org/wiki/sat-algebraic-manipulations
1249,Truth tellers and liars,راست گویان و دروغگویان,https://brilliant.org/wiki/truth-tellers-and-liars
1250,Standard candles,شمع های استاندارد,https://brilliant.org/wiki/standard-candles
1251,Triangles orthocenter,مرکز مثلث ها,https://brilliant.org/wiki/triangles-orthocenter
1252,Heaps,انبوه,https://brilliant.org/wiki/heaps
1253,Divisibility rules,قوانین تقسیم پذیری,https://brilliant.org/wiki/divisibility-rules
1254,Trailing number of zeros,تعداد دنباله صفرها,https://brilliant.org/wiki/trailing-number-of-zeros
1255,Recursive backtracking,عقبگرد بازگشتی,https://brilliant.org/wiki/recursive-backtracking
1256,Is infty 1 infty,infty 1 infty است,https://brilliant.org/wiki/is-infty-1-infty
1257,Hellys theorem,قضیه هلیس,https://brilliant.org/wiki/hellys-theorem
1258,Reacttivity series,سری واکنش پذیری,https://brilliant.org/wiki/reacttivity-series
